TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Days,Years
43163,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,222 Madison St,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-11 00:00:00,8,,37.72603642,-122.4226902,8611,23.59178082191781
94792,DPW Maintained,Maytenus boaria :: Mayten,2 Laurel St,4.0,Sidewalk: Curb side : Cutout,Private,2010-11-08 00:00:00,13,,37.79098842,-122.4508487,4839,13.257534246575343
29149,DPW Maintained,Lophostemon confertus :: Brisbane Box,301X Jones St,1.0,Sidewalk: Curb side : Cutout,DPW,2015-06-13 00:00:00,3,3x3,37.7839498,-122.4126863,3161,8.66027397260274
82688,DPW Maintained,Crataegus laevigata :: English Hawthorn,1875 38th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2008-06-30 00:00:00,2,3x3,37.75197824,-122.4968327,5700,15.616438356164384
30326,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,946 Capitol Ave,1.0,Sidewalk: Curb side : Cutout,Private,2017-10-13 11:13:00,3,,37.71906925,-122.4591242,2307,6.32054794520548
106947,DPW Maintained,Prunus cerasifera :: Cherry Plum,2710 Baker St,2.0,Sidewalk: Curb side : Cutout,Private,2014-07-02 00:00:00,1,3x3,37.79606292,-122.4453857,3507,9.608219178082193
46353,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2900 Washington St,2.0,Sidewalk: Curb side : Cutout,Private,2002-02-27 00:00:00,8,,37.79078673,-122.4412931,8015,21.958904109589042
41683,Permitted Site,Pyrus kawakamii :: Evergreen Pear,68 Mars St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-19 00:00:00,10,,37.76097966,-122.4446096,8633,23.65205479452055
89070,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,610 18th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2008-03-03 00:00:00,2,3x3,37.77639009,-122.4768635,5819,15.942465753424658
89610,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',4201X Anza St,2.0,Sidewalk: Curb side : Cutout,DPW,2015-11-05 07:01:00,3,3x3,37.77769248,-122.4933791,3015,8.26027397260274
167503,Permitted Site,Leptospermum laevigatum :: Australian Tea Tree,3512 16th St,1.0,Sidewalk: Curb side : Cutout,Private,2018-08-16 00:00:00,3,3x3,37.76441456,-122.4314733,2001,5.482191780821918
84674,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,4045 24th St,1.0,Sidewalk: Curb side : Cutout,Private,2012-12-27 00:00:00,4,3x3,37.75130564,-122.4328702,4059,11.12054794520548
10331,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,838 Haight St,1.0,Sidewalk: Curb side : Cutout,Private,2007-04-12 00:00:00,8,5x5,37.77167675,-122.4361039,6145,16.835616438356166
57298,Permitted Site,Ficus nitida :: Laurel Fig,3120 16th St,1.0,Sidewalk: Curb side : Cutout,Private,1976-08-27 00:00:00,20,5x5,37.76495791,-122.4224007,17330,47.47945205479452
108783,DPW Maintained,Arbutus unedo :: Strawberry Tree,2055 Sunnydale Ave,5.0,Sidewalk: Curb side : Cutout,SFUSD,2015-01-06 00:00:00,3,3x3,37.71364778,-122.4224308,3319,9.093150684931507
88336,DPW Maintained,Pyrus calleryana :: Ornamental Pear,554 Naples St,2.0,Sidewalk: Curb side : Cutout,Private,2008-07-10 00:00:00,8,3x3,37.72000186,-122.4319386,5690,15.58904109589041
266554,Section 806 (d),Melaleuca quinquenervia :: Cajeput,2775 Market St,2.0,Sidewalk: Curb side : Cutout,Private,2021-10-13 00:00:00,3,3x3,37.76136095,-122.4392648,847,2.3205479452054796
43663,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,646 11th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-25 00:00:00,3,,37.77608334,-122.4692206,8597,23.553424657534247
6843,Permitted Site,Hymenosporum flavum :: Sweet Shade,1445 FAIRFAX AVE,1.0,Sidewalk: Curb side : Cutout,Private,2007-03-14 00:00:00,6,3X3,37.74047206,-122.3865874,6174,16.915068493150685
90708,DPW Maintained,Yucca elephantipes :: Giant Yucca,4400 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-04-07 00:00:00,3,3x3,37.77350962,-122.5057833,5784,15.846575342465753
26049,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,136 Broad St,1.0,Sidewalk: Curb side : Cutout,Private,2007-03-10 00:00:00,3,3X3,37.71326115,-122.4573902,6178,16.926027397260274
111742,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1751 Balboa St,3.0,Sidewalk: Curb side : Cutout,Private,2016-01-28 00:00:00,3,3x3,37.77653303,-122.4777297,2932,8.032876712328767
258210,Permitted Site,Cordyline australis :: Dracena Palm,1847 43rd Ave,,Sidewalk: Curb side : Cutout,Private,2019-04-17 00:00:00,3,3x3,37.75222364,-122.5021985,1757,4.813698630136987
86344,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2363 25th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-18 00:00:00,3,3x3,37.74347936,-122.4822505,6260,17.15068493150685
5922,Permitted Site,Lophostemon confertus :: Brisbane Box,1300X Eddy St,5.0,Sidewalk: Curb side : Cutout,Private,1992-05-07 00:00:00,12,4X4,37.78206203,-122.4296075,11598,31.775342465753425
110156,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1041 Broadway,2.0,Sidewalk: Curb side : Cutout,Private,2015-03-25 00:00:00,3,3x3,37.79683937,-122.4142918,3241,8.87945205479452
16957,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,673 Oak St,2.0,Sidewalk: Curb side : Cutout,DPW,2008-01-25 00:00:00,3,3X3,37.77398518,-122.4301281,5857,16.046575342465754
67486,DPW Maintained,Pittosporum undulatum :: Victorian Box,617 Wisconsin St,1.0,Sidewalk: Curb side : Cutout,Private,1992-09-08 00:00:00,6,,37.75926202,-122.3990347,11474,31.435616438356163
92244,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1510 32nd Ave,2.0,Sidewalk: Curb side : Cutout,Private,2009-07-23 00:00:00,1,3x3,37.75896284,-122.4907049,5312,14.553424657534247
15201,DPW Maintained,Lophostemon confertus :: Brisbane Box,1120 Mission St,4.0,Sidewalk: Curb side : Cutout,DPW,1995-04-12 00:00:00,6,3X3,37.77888219,-122.4114764,10528,28.843835616438355
1509,DPW Maintained,Pittosporum undulatum :: Victorian Box,364 Arguello Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,1996-10-15 00:00:00,9,3X3,37.78454089,-122.4587286,9976,27.33150684931507
22038,DPW Maintained,Lophostemon confertus :: Brisbane Box,2895 03rd St,6.0,Sidewalk: Curb side : Cutout,DPW,1995-02-14 00:00:00,3,3X3,37.75340073,-122.3876708,10585,29.0
93324,DPW Maintained,Fraxinus americana 'Autumn Purple' :: American Autumn Purple Ash,2100X Turk Blvd,7.0,Sidewalk: Curb side : Cutout,DPW,2008-11-20 00:00:00,3,3x3,37.77931477,-122.4437504,5557,15.224657534246575
68331,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,2338 Anza St,1.0,Sidewalk: Curb side : Cutout,Private,1993-08-09 00:00:00,9,,37.77874487,-122.4734554,11139,30.517808219178082
57164,DPW Maintained,Pittosporum undulatum :: Victorian Box,2989 Jackson St,1.0,Sidewalk: Curb side : Cutout,Private,1974-10-26 00:00:00,15,,37.79116984,-122.4443019,18001,49.31780821917808
10479,DPW Maintained,Lophostemon confertus :: Brisbane Box,1654 Haight St,1.0,Sidewalk: Curb side : Cutout,DPW,2007-12-02 00:00:00,12,3X3,37.769751,-122.4494797,5911,16.194520547945206
31815,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,47 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,1995-06-19 00:00:00,3,,37.7697757,-122.435117,10460,28.65753424657534
136801,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1908 Baker St,1.0,Sidewalk: Curb side : Cutout,Private,2018-02-16 00:00:00,3,Width 4ft,37.78893725,-122.4439304,2182,5.978082191780822
63002,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1247 42nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,1986-09-22 00:00:00,2,,37.76335092,-122.5019086,13652,37.4027397260274
256115,Planning Code 138.1 required,Arbutus 'Marina' :: Hybrid Strawberry Tree,503 Anderson St,1.0,Sidewalk: Curb side : Cutout,Private,2018-09-12 00:00:00,3,3x3,37.73711377,-122.4152742,1974,5.4082191780821915
8671,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2900 Geary Blvd,3.0,Sidewalk: Curb side : Cutout,Private,1996-02-22 00:00:00,7,3X3,37.78220247,-122.4504931,10212,27.97808219178082
86439,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2550 27th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-29 00:00:00,3,3x3,37.73986094,-122.4839842,6249,17.12054794520548
235870,Permitted Site,Prunus cerasifera :: Cherry Plum,619 York St,1.0,Sidewalk: Curb side : Cutout,Private,1994-05-10 00:00:00,7,Width 3ft,37.76124092,-122.4089886,10865,29.767123287671232
86159,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1235 24th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2007-01-19 00:00:00,3,3x3,37.7644623,-122.4826285,6228,17.063013698630137
37189,DPW Maintained,Pittosporum undulatum :: Victorian Box,1486 30th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2001-04-12 00:00:00,5,,37.75957389,-122.488576,8336,22.838356164383562
113643,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,1400 MISSION ST,5.0,Sidewalk: Curb side : Cutout,Private,2016-02-09 00:00:00,3,4x6,37.77527096,-122.4159838,2920,8.0
5026,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5320 Diamond Heights Blvd,10.0,Sidewalk: Curb side : Cutout,Private,1992-01-06 00:00:00,3,2X2,37.74277322,-122.436671,11720,32.10958904109589
184542,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,1701 40th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2018-02-13 00:00:00,3,3x3,37.75497106,-122.4991718,2185,5.986301369863014
24492,Permitted Site,Lophostemon confertus :: Brisbane Box,495X Fell St,6.0,Sidewalk: Curb side : Cutout,Private,1995-06-24 00:00:00,6,3X3,37.77560902,-122.4249888,10455,28.643835616438356
177596,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2969 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,DPW,2018-01-30 00:00:00,17,Width 2ft,37.71136852,-122.4526619,2199,6.024657534246575
45763,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,3954 Washington St,1.0,Sidewalk: Curb side : Cutout,Private,2001-10-23 00:00:00,5,,37.78861457,-122.4583124,8142,22.306849315068494
49525,DPW Maintained,Lophostemon confertus :: Brisbane Box,575@ DIVISION 10th St,4.0,Sidewalk: Curb side : Cutout,Private,2003-04-23 00:00:00,7,,37.76969642,-122.4087483,7595,20.80821917808219
40189,DPW Maintained,Acacia baileyana :: Bailey's Acacia,600 Silliman St,2.0,Sidewalk: Curb side : Cutout,Private,1999-04-30 00:00:00,8,,37.72969602,-122.4112413,9049,24.791780821917808
175507,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,95 Gladstone Dr,3.0,Sidewalk: Property side : Yard,Private,2021-06-16 00:00:00,3,Width 3ft,37.72939087,-122.4210958,966,2.6465753424657534
13795,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,929 Market St,4.0,Sidewalk: Curb side : Cutout,DPW,1993-09-12 00:00:00,30,3X3,37.78339759,-122.4085601,11105,30.424657534246574
253547,DPW Maintained,Olea europaea :: Olive Tree,1000 Cayuga Ave,15.0,Back Yard : Yard,DPW,2017-09-27 11:40:00,3,3x3,37.72207681,-122.4398369,2323,6.364383561643836
52707,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,1@ JACKSON Cherry St,4.0,Sidewalk: Curb side : Cutout,Private,2006-03-31 00:00:00,7,,37.7898597,-122.4575512,6522,17.86849315068493
83366,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,618 Athens St,2.0,Sidewalk: Curb side : Cutout,Private,2009-07-01 00:00:00,3,3x3,37.71820238,-122.4311201,5334,14.613698630136986
43761,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,364 17th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-26 00:00:00,5,,37.78122955,-122.4761315,8596,23.55068493150685
25779,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1711 Geneva Ave,1.0,Sidewalk: Curb side : Cutout,DPW,1997-04-18 00:00:00,18,2X3,37.7111607,-122.426399,9791,26.824657534246576
10545,DPW Maintained,Lophostemon confertus :: Brisbane Box,165 Harbor Rd,2.0,Sidewalk: Curb side : Cutout,DPW,1992-02-12 00:00:00,12,3X4,37.732451,-122.3785079,11683,32.00821917808219
51059,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1751 Newcomb Ave,1.0,Sidewalk: Curb side : Cutout,Private,2004-07-09 00:00:00,6,,37.73679169,-122.3926933,7152,19.594520547945205
45648,DPW Maintained,Prunus cerasifera :: Cherry Plum,161 Naples St,1.0,Sidewalk: Curb side : Cutout,Private,2005-10-27 00:00:00,3,,37.7261072,-122.4271553,6677,18.293150684931508
92462,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,3445 Lawton St,4.0,Sidewalk: Curb side : Cutout,Private,2009-07-30 00:00:00,2,3x3,37.75686541,-122.4999649,5305,14.534246575342467
23044,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1000 Valencia St,3.0,Sidewalk: Curb side : Cutout,DPW,1995-02-01 00:00:00,18,3x3,37.75668817,-122.4212589,10598,29.035616438356165
119272,Permitted Site,Arbutus unedo :: Strawberry Tree,1101 Clay St,2.0,Sidewalk: Curb side : Cutout,Private,2016-07-27 00:00:00,3,3x3,37.79356851,-122.4111998,2751,7.536986301369863
42162,DPW Maintained,Olea europaea :: Olive Tree,1407 Cabrillo St,1.0,Sidewalk: Curb side : Cutout,Private,2000-06-21 00:00:00,8,,37.77484119,-122.4737999,8631,23.646575342465752
138948,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,738 HAYES ST,1.0,Sidewalk: Curb side : Cutout,Private,2008-08-07 00:00:00,4,Width 0ft,37.7762322,-122.4286181,5662,15.512328767123288
44181,DPW Maintained,Pittosporum undulatum :: Victorian Box,3731 Scott St,1.0,Sidewalk: Curb side : Cutout,Private,2000-12-15 00:00:00,8,,37.80435416,-122.4421061,8454,23.161643835616438
91747,DPW Maintained,Pistacia chinensis :: Chinese Pistache,2600 Harrison St,2.0,Sidewalk: Curb side : Cutout,DPW,2007-03-07 00:00:00,3,3x3,37.75578034,-122.4122624,6181,16.934246575342467
43773,DPW Maintained,Pittosporum undulatum :: Victorian Box,103 19th Ave,5.0,Sidewalk: Curb side : Cutout,Private,2000-07-26 00:00:00,6,,37.78567623,-122.478781,8596,23.55068493150685
102923,DPW Maintained,Pittosporum undulatum :: Victorian Box,1461 Pine St,1.0,Sidewalk: Curb side : Cutout,Private,2013-03-12 00:00:00,1,3x3,37.78962626,-122.4198788,3984,10.915068493150685
66134,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,3259 Baker St,1.0,Sidewalk: Curb side : Cutout,Private,2011-11-17 00:00:00,3,,37.80126871,-122.4465906,4465,12.232876712328768
32556,DPW Maintained,Agonis flexuosa :: Peppermint Willow,233 Liberty St,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-22 00:00:00,7,,37.75731405,-122.4265636,9969,27.312328767123287
92291,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2541 21st Ave,2.0,Sidewalk: Curb side : Cutout,Private,2009-07-27 00:00:00,2,3x3,37.74023949,-122.4777217,5308,14.542465753424658
44312,DPW Maintained,Prunus cerasifera :: Cherry Plum,2574 Broadway,1.0,Sidewalk: Curb side : Cutout,Private,2001-03-02 00:00:00,5,,37.79379946,-122.4393364,8377,22.95068493150685
94213,DPW Maintained,Citrus aurantifolia 'Bearss' :: Seedless Lime,465 Missouri St,8.0,Sidewalk: Curb side : Cutout,Private,2010-06-22 00:00:00,2,3x3,37.76055798,-122.3962357,4978,13.638356164383561
160846,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,669 Vienna St,2.0,Sidewalk: Curb side : Cutout,Private,2017-10-24 12:20:00,3,Width 0ft,37.7177707,-122.4323633,2296,6.2904109589041095
103764,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,90X Frank Norris St,3.0,Sidewalk: Curb side : Cutout,DPW,2009-11-01 00:00:00,3,3x3,37.78927035,-122.4195758,5211,14.276712328767124
95337,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,855@Broadway Battery St,2.0,Sidewalk: Curb side : Cutout,Private,2011-08-17 00:00:00,4,3x3,37.79909187,-122.4012351,4557,12.484931506849316
42979,DPW Maintained,Syagrus romanzoffianum :: Queen Palm,308 Oxford St,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-05 00:00:00,10,,37.72596423,-122.4193796,8617,23.60821917808219
35587,DPW Maintained,Prunus blireiana :: Flowering Plum,3600 Fillmore St,1.0,Sidewalk: Curb side : Cutout,Private,1998-03-25 00:00:00,5,,37.80287197,-122.4365902,9450,25.89041095890411
95966,DPW Maintained,Pittosporum undulatum :: Victorian Box,5500 Geary Blvd,1.0,Median :,DPW,2011-03-12 00:00:00,2,,37.7805919,-122.4785275,4715,12.917808219178083
76145,DPW Maintained,Lophostemon confertus :: Brisbane Box,2999X Polk St,3.0,Sidewalk: Curb side : Cutout,SFUSD,1996-11-16 00:00:00,6,4x4,37.8033776,-122.4241268,9944,27.243835616438357
48433,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1190 Sacramento St,2.0,Sidewalk: Curb side : Cutout,Private,2002-07-26 00:00:00,10,,37.79262622,-122.4124182,7866,21.55068493150685
86403,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1719 26th Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2006-12-19 00:00:00,3,3x3,37.75532907,-122.4841614,6259,17.147945205479452
90182,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1650 Balboa St,1.0,Sidewalk: Curb side : Cutout,DPW,2008-02-26 00:00:00,3,3x3,37.77673728,-122.4766866,5825,15.95890410958904
38826,DPW Maintained,Pyrus calleryana :: Ornamental Pear,35 06th Ave,2.0,Sidewalk: Curb side : Cutout,Private,1998-10-30 00:00:00,7,,37.78789632,-122.4648636,9231,25.29041095890411
10385,DPW Maintained,Schinus terebinthifolius :: Brazilian Pepper,1330 Haight St,1.0,Sidewalk: Curb side : Cutout,DPW,2017-07-17 00:00:00,24,3X3,37.77042397,-122.4441921,2396,6.564383561643836
184160,DPW Maintained,Lagunaria patersonii :: Primrose Tree,3538 Lawton St,1.0,Sidewalk: Curb side : Yard,Private,2018-02-28 00:00:00,3,Width 0ft,37.75696922,-122.5010564,2170,5.945205479452055
30985,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2021 Pacific Ave,1.0,Sidewalk: Curb side : Cutout,Private,2009-07-07 00:00:00,4,3x3,37.7940157,-122.4289981,5328,14.597260273972603
115881,DPW Maintained,Geijera parviflora :: Australian Willow,1663 La Salle Ave,1.0,Sidewalk: Curb side : Cutout,Private,2016-03-01 00:00:00,3,,37.73741063,-122.3904598,2899,7.942465753424657
51372,DPW Maintained,Maytenus boaria :: Mayten,668 18th Ave,1.0,Sidewalk: Curb side : Cutout,Private,2004-10-12 00:00:00,4,,37.77559066,-122.4768156,7057,19.334246575342465
62400,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1080 Chestnut St,1.0,Sidewalk: Curb side : Cutout,Private,1985-10-25 00:00:00,7,,37.80285682,-122.4208902,13984,38.31232876712329
87408,DPW Maintained,Eucalyptus sideroxylon :: Red Ironbark,2400X Van Ness Ave,2.0,Median : Cutout,DPW,2008-04-18 00:00:00,3,3x3,37.79791069,-122.4238515,5773,15.816438356164383
63523,DPW Maintained,Acacia baileyana 'Purpurea' :: Purple-leaf Acacia,929 VALENCIA ST,1.0,Sidewalk: Curb side : Cutout,DPW,2015-09-12 15:22:00,3,3x3,37.75799017,-122.4210418,3069,8.408219178082192
211747,DPW Maintained,Pittosporum undulatum :: Victorian Box,70 Forest Side Ave,1.0,Sidewalk: Curb side : Cutout,Private,2017-03-06 00:00:00,3,Width 3ft,37.74210344,-122.4683732,2529,6.928767123287671
28305,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',1818 San Jose Ave,1.0,Sidewalk: Curb side : Cutout,DPW,2003-03-05 00:00:00,3,,37.72869458,-122.4403899,7644,20.942465753424656
33535,Permitted Site,Schinus molle :: California Pepper,189 Bocana St,1.0,Sidewalk: Curb side : Cutout,Private,1996-11-25 00:00:00,14,4x4,37.74083857,-122.4174927,9935,27.21917808219178
42729,DPW Maintained,Pittosporum undulatum :: Victorian Box,1790 Yosemite Ave,4.0,Sidewalk: Curb side : Cutout,Private,2000-06-26 00:00:00,9,,37.7287859,-122.3949019,8626,23.632876712328766
13321,Permitted Site,Ulmus parvifolia :: Chinese Elm,435X Persia Ave,1.0,Sidewalk: Curb side : Cutout,Private,1997-12-23 00:00:00,5,3X3,37.72149258,-122.4324059,9542,26.14246575342466
33778,Permitted Site,Magnolia grandiflora :: Southern Magnolia,77 Beale St,9.0,Sidewalk: Curb side : Cutout,Private,2015-01-05 00:00:00,3,3x3,37.79150508,-122.396128,3320,9.095890410958905
220490,DPW Maintained,Acer rubrum :: Red Maple,3040 24th St,1.0,Sidewalk: Curb side : Cutout,DPW,2012-12-26 00:00:00,3,Width 3ft,37.75265016,-122.4126766,4060,11.123287671232877
121650,Undocumented,Arbutus 'Marina' :: Hybrid Strawberry Tree,90 Fernwood Dr,5.0,Sidewalk: Curb side : Cutout,Private,2017-01-03 00:00:00,3,2x2,37.73291821,-122.460606,2591,7.098630136986301
30064,DPW Maintained,Pinus radiata :: Monterey Pine,510X Brotherhood Way,9.0,Median : Cutout,DPW,2007-03-10 00:00:00,6,M,37.71247053,-122.4674296,6178,16.926027397260274
160336,DPW Maintained,Podocarpus gracilor :: Fern Pine,90 Italy Ave,3.0,Sidewalk: Curb side : Cutout,Private,2021-05-22 00:00:00,3,Width 0ft,37.71814853,-122.4389831,991,2.7150684931506848
125408,Permitted Site,Acer rubrum :: Red Maple,830 Eddy St,2.0,Sidewalk: Curb side : Cutout,Private,2015-11-17 00:00:00,4,Width 4ft,37.78285833,-122.4216659,3004,8.23013698630137
41171,DPW Maintained,Olea europaea :: Olive Tree,14 Avila St,1.0,Sidewalk: Curb side : Cutout,Private,1999-11-23 00:00:00,7,,37.80053798,-122.4403048,8842,24.224657534246575
16686,DPW Maintained,Syagrus romanzoffianum :: Queen Palm,250X Noe St,2.0,Median : Cutout,DPW,1998-06-06 00:00:00,3,3X3,37.76508484,-122.4331811,9377,25.69041095890411
12728,DPW Maintained,Quercus agrifolia :: Coast Live Oak,1600 Lake St,2.0,Sidewalk: Curb side : Cutout,DPW,2005-01-19 00:00:00,2,4X4,37.78624859,-122.4768032,6958,19.063013698630137
138535,DPW Maintained,Maytenus boaria :: Mayten,1840 Post St,2.0,Sidewalk: Curb side : Cutout,DPW,1998-04-07 00:00:00,11,Width 0ft,37.78527855,-122.4327587,9437,25.854794520547944
92336,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2570 32nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,2009-07-28 00:00:00,1,3x3,37.73928609,-122.4893228,5307,14.53972602739726
35339,DPW Maintained,Syagrus romanzoffianum :: Queen Palm,740 Arkansas St,1.0,Sidewalk: Curb side : Cutout,Private,1998-02-23 00:00:00,9,,37.75663725,-122.3979702,9480,25.972602739726028
13438,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2X Market St,6.0,Sidewalk: Curb side : Cutout,DPW,2002-12-12 00:00:00,6,4x4,37.79432565,-122.3952546,7727,21.16986301369863
23045,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1009 Valencia St,1.0,Sidewalk: Curb side : Cutout,Private,1994-07-19 00:00:00,20,3X3,37.75664963,-122.4209814,10795,29.575342465753426
5020,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,5320 Diamond Heights Blvd,4.0,Sidewalk: Curb side : Cutout,Private,1992-01-06 00:00:00,3,2X2,37.74301859,-122.4370193,11720,32.10958904109589
10865,DPW Maintained,Ulmus 'Prospector' :: Prospector Elm,1275X HUDSON AVE,4.0,Sidewalk: Curb side : Cutout,DPW,2006-03-23 00:00:00,6,3X4,37.73410745,-122.3826385,6530,17.89041095890411
82793,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1650 Moraga St,1.0,Sidewalk: Curb side : Cutout,Private,2007-10-30 00:00:00,5,3x3,37.75601024,-122.4805368,5944,16.284931506849315
32714,DPW Maintained,Cupressus sempervirens :: Italian Cypress,1105 Larkin St,1.0,Sidewalk: Curb side : Cutout,Private,1996-10-29 00:00:00,14,,37.78834369,-122.4186211,9962,27.293150684931508
255306,Planning Code 138.1 required,Olea europaea :: Olive Tree,1163 Shotwell St,1.0,Sidewalk: Curb side : Cutout,Private,2018-05-08 00:00:00,3,3x6,37.74984217,-122.4148497,2101,5.756164383561644
82263,Permitted Site,Pyrus calleryana 'Chanticleer' :: Ornamental Pear Tree 'Chanticleer',850 South Van Ness Ave,1.0,Sidewalk: Curb side : Cutout,Private,2011-12-23 00:00:00,5,4x4,37.75954483,-122.4170374,4429,12.134246575342466
45683,DPW Maintained,Ligustrum lucidum :: Glossy Privet,107 Bernard St,1.0,Sidewalk: Curb side : Cutout,Private,2001-09-19 00:00:00,4,,37.79625956,-122.4153283,8176,22.4
39524,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1330 16th St,3.0,Sidewalk: Curb side : Cutout,Private,1998-12-28 00:00:00,10,,37.76630904,-122.4001582,9172,25.12876712328767
43519,DPW Maintained,Prunus cerasifera :: Cherry Plum,534 Broderick St,1.0,Sidewalk: Curb side : Cutout,Private,2000-07-19 00:00:00,5,,37.77529897,-122.4395004,8603,23.56986301369863
51292,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,178 Delta St,1.0,Sidewalk: Curb side : Cutout,Private,2004-08-26 00:00:00,4,,37.71616097,-122.4082335,7104,19.46301369863014
63559,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3655 Lawton St,1.0,Sidewalk: Curb side : Cutout,Private,1987-04-27 00:00:00,7,,37.75676603,-122.5022953,13435,36.80821917808219
97763,DPW Maintained,Prunus cerasifera :: Cherry Plum,115 Commonwealth Ave,1.0,Sidewalk: Curb side : Cutout,Private,2011-11-08 00:00:00,1,,37.78356468,-122.4557769,4474,12.257534246575343
20175,DPW Maintained,Pittosporum undulatum :: Victorian Box,1200X Steiner St,4.0,Sidewalk: Curb side : Cutout,DPW,1991-01-02 00:00:00,6,3X3,37.7807144,-122.4337918,12089,33.12054794520548
